FocalGenus,Comment/Source,Type,Clade,Genus1,Genus2,Genus3,Genus4,Genus5,Genus6,Genus7,Genus8,Genus9,Genus10,Genus11,Genus12,Genus13,Genus14,Genus15,Genus16,Genus17,Genus18,Genus19,Genus20,Genus21,Genus22,Genus23,Genus24,Genus25,Genus26,Genus27,Genus28,Genus29,Genus30,Genus31,Genus32,Genus33,Genus34,Genus35,Genus36,Genus37,Genus38,Genus39,Genus40,Genus41,Genus42,Genus43,Genus44,Genus45,Genus46,Genus47,Genus48,Genus49,Genus50,Genus51,Genus52,Genus53,Genus54,Genus55,Genus56,Genus57,Genus58,Genus59,Genus60,Genus61,Genus62,Genus63,Genus64,Genus65,Genus66,Genus67,Genus68,Genus69,Genus70,Genus71,Genus72,Genus73,Genus74,Genus75,Genus76,Genus77,Genus78,Genus79,Genus80,Genus81,Genus82,Genus83,Genus84,Genus85,Genus86,Genus87,Genus88,Genus89,Genus90,Genus91,Genus92,Genus93,Genus94,Genus95,Genus96,Genus97,Genus98,Genus99,Genus100,Genus101,Genus102,Genus103,Genus104,Genus105,Genus106
Cephalopyrus,taxonomy,exclude,S3,Chelidorhynx,Stenostira,Culicicapa,Elminia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heteromirafra,all,include,S3,Heteromirafra,Chersomanes,Lullula,Galerida,Eremopterix,Eremophila,Chersophilus,Pinarocorys,Certhilauda,Calandrella,Ammomanes,Alauda,Alaemon,Eremalauda,Melanocorypha,Mirafra,Spizocorys,Rhamphocoris,Pseudalaemon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinarocorys,all,include,S3,Pinarocorys,Chersomanes,Lullula,Galerida,Eremopterix,Eremophila,Chersophilus,Heteromirafra,Certhilauda,Calandrella,Ammomanes,Alauda,Alaemon,Eremalauda,Melanocorypha,Mirafra,Spizocorys,Rhamphocoris,Pseudalaemon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudalaemon,all,include,S3,Pseudalaemon,Chersomanes,Lullula,Galerida,Eremopterix,Eremophila,Chersophilus,Heteromirafra,Certhilauda,Calandrella,Ammomanes,Alauda,Alaemon,Eremalauda,Melanocorypha,Mirafra,Spizocorys,Rhamphocoris,Pinarocorys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamphocoris,all,include,S3,Rhamphocoris,Chersomanes,Lullula,Galerida,Eremopterix,Eremophila,Chersophilus,Heteromirafra,Certhilauda,Calandrella,Ammomanes,Alauda,Alaemon,Eremalauda,Melanocorypha,Mirafra,Spizocorys,Pseudalaemon,Pinarocorys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psaltria,taxonomy,include,S7S8,Psaltria,Leptopoecile,Aegithalos,Psaltriparus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prosobonia,all,include,Scolopaci,Prosobonia,Phalaropus,Thinocorus,Steganopus,Scolopax,Rostratula,Tryngites,Philomachus,Xenus,Pedionomus,Numenius,Microparra,Metopidius,Lymnocryptes,Limosa,Tringa,Jacana,Limnodromus,Actitis,Calidris,Irediparra,Hydrophasianus,Heteroscelus,Gallinago,Eurynorhynchus,Catoptrophorus,Bartramia,Attagis,Arenaria,Aphriza,Actophilornis,Limicola,Coenocorypha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chunga,Hackett 95%,include,Skeleton,Chunga,Cariama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urocynchramus,Hackett 50% ,include,Skeleton,Urocynchramus,P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xenicus,Hackett 95%,include,Skeleton,Xenicus,Acanthisitta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnoglaux,renamed from Otus,exclude,Strigidae,Jubula,Strix,Lophostrix,Pulsatrix,Bubo,Ketupa,Scotopelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnoglaux,taxonomy,include,Strigidae,Gymnoglaux,Otus,Asio,Megascops,Pseudoscops,Ptilopsis,Mimizuku,Jubula,Strix,Lophostrix,Pulsatrix,Bubo,Ketupa,Nesasio,Scotopelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heteroglaux,renamed from Athene,include,Strigidae,Heteroglaux,Athene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jubula,taxonomy,exclude,Strigidae,Bubo,Ketupa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jubula,"Wink et al. 2009: part of Strigini; Wink, M., A. A. El-Sayed, H. Sauer-Gürth, and J. Gonzalez. 2009. Molecular phylogeny of owls (Strigiformes) inferred from DNA sequences of the mitochondrial cytochrome b and the nuclear RAG-1 gene. Ardea 97:581-591.",include,Strigidae,Jubula,Strix,Lophostrix,Pulsatrix,Bubo,Ketupa,Gymnoglaux,Scotopelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nesasio,"Wink et al. 2009: probably part of Asionini; Wink, M., A. A. El-Sayed, H. Sauer-Gürth, and J. Gonzalez. 2009. Molecular phylogeny of owls (Strigiformes) inferred from DNA sequences of the mitochondrial cytochrome b and the nuclear RAG-1 gene. Ardea 97:581-591.",include,Strigidae,Nesasio,Pseudoscops,Asio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotopelia,"Wink et al. 2009: Part of Bubonini; Wink, M., A. A. El-Sayed, H. Sauer-Gürth, and J. Gonzalez. 2009. Molecular phylogeny of owls (Strigiformes) inferred from DNA sequences of the mitochondrial cytochrome b and the nuclear RAG-1 gene. Ardea 97:581-591.",include,Strigidae,Scotopelia,Bubo,Ketupa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uroglaux,"Wink et al. 2009: Part of Nixoninae; Wink, M., A. A. El-Sayed, H. Sauer-Gürth, and J. Gonzalez. 2009. Molecular phylogeny of owls (Strigiformes) inferred from DNA sequences of the mitochondrial cytochrome b and the nuclear RAG-1 gene. Ardea 97:581-591.",include,Strigidae,Uroglaux,Xenoglaux,Ninox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xenoglaux,"Wink et al. 2009: Part of Nixoninae; Wink, M., A. A. El-Sayed, H. Sauer-Gürth, and J. Gonzalez. 2009. Molecular phylogeny of owls (Strigiformes) inferred from DNA sequences of the mitochondrial cytochrome b and the nuclear RAG-1 gene. Ardea 97:581-591.",include,Strigidae,Xenoglaux,Uroglaux,Ninox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Biatas,all,include,Thamnophilidae,Biatas,Myrmochanes,Dichrozona,Cymbilaimus,Clytoctantes,Cercomacra,Epinecrophylla,Batara,Hylophylax,Myrmeciza,Microrhopias,Megastictus,Mackenziaena,Hypoedaleus,Drymophila,Hypocnemis,Dysithamnus,Herpsilochmus,Gymnopithys,Gymnocichla,Frederickena,Formicivora,Hypocnemoides,Myrmorchilus,Myrmoborus,Pithys,Sclateria,Schistocichla,Sakesphorus,Rhopornis,Rhegmatorhina,Pygiptila,Taraba,Phlegopsis,Phaenostictus,Percnostola,Neoctantes,Myrmotherula,Myrmornis,Pyriglena,Xenornis,Skutchia,Stymphalornis,Willisornis,Thamnophilus,Thamnomanes,Thamnistes,Terenura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clytoctantes,"Tobias, J. and N. Seddon. 2009. Sexual selection and ecological generalism are correlated in antbirds. Journal of Evolutionary Biology 22:623-636.",include,Thamnophilidae,Clytoctantes,Biatas,Myrmochanes,Dichrozona,Cymbilaimus,Cercomacra,Epinecrophylla,Batara,Hylophylax,Myrmeciza,Microrhopias,Megastictus,Mackenziaena,Hypoedaleus,Drymophila,Hypocnemis,Dysithamnus,Herpsilochmus,Gymnopithys,Gymnocichla,Frederickena,Formicivora,Hypocnemoides,Myrmorchilus,Myrmoborus,Pithys,Sclateria,Schistocichla,Sakesphorus,Rhopornis,Rhegmatorhina,Taraba,Phlegopsis,Phaenostictus,Percnostola,Neoctantes,Myrmotherula,Pyriglena,Xenornis,Skutchia,Stymphalornis,Willisornis,Thamnophilus,Thamnomanes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stymphalornis,"Tobias, J. and N. Seddon. 2009. Sexual selection and ecological generalism are correlated in antbirds. Journal of Evolutionary Biology 22:623-636.",include,Thamnophilidae,Stymphalornis,Biatas,Myrmochanes,Dichrozona,Cymbilaimus,Cercomacra,Epinecrophylla,Batara,Hylophylax,Myrmeciza,Microrhopias,Megastictus,Mackenziaena,Hypoedaleus,Drymophila,Hypocnemis,Dysithamnus,Herpsilochmus,Gymnopithys,Gymnocichla,Frederickena,Formicivora,Hypocnemoides,Myrmorchilus,Myrmoborus,Pithys,Sclateria,Schistocichla,Sakesphorus,Rhopornis,Rhegmatorhina,Taraba,Phlegopsis,Phaenostictus,Percnostola,Neoctantes,Myrmotherula,Pyriglena,Xenornis,Skutchia,Clytoctantes,Willisornis,Thamnophilus,Thamnomanes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xenornis,"Tobias, J. and N. Seddon. 2009. Sexual selection and ecological generalism are correlated in antbirds. Journal of Evolutionary Biology 22:623-636.",include,Thamnophilidae,Xenornis,Biatas,Myrmochanes,Dichrozona,Cymbilaimus,Cercomacra,Epinecrophylla,Batara,Hylophylax,Myrmeciza,Microrhopias,Megastictus,Mackenziaena,Hypoedaleus,Drymophila,Hypocnemis,Dysithamnus,Herpsilochmus,Gymnopithys,Gymnocichla,Frederickena,Formicivora,Hypocnemoides,Myrmorchilus,Myrmoborus,Pithys,Sclateria,Schistocichla,Sakesphorus,Rhopornis,Rhegmatorhina,Taraba,Phlegopsis,Phaenostictus,Percnostola,Neoctantes,Myrmotherula,Pyriglena,Stymphalornis,Skutchia,Clytoctantes,Willisornis,Thamnophilus,Thamnomanes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bostrychia,"gleaned info from Redding/Cooper tree, check position of Platalea",include,Threskiornithidae,Bostrychia,Threskiornis,Pseudibis,Nipponia,Mesembrinibis,Lophotibis,Platalea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercibis,"gleaned info from Redding/Cooper tree, check position of Platalea",include,Threskiornithidae,Cercibis,Threskiornis,Pseudibis,Phimosus,Plegadis,Nipponia,Mesembrinibis,Lophotibis,Geronticus,Theristicus,Bostrychia,Eudocimus,Platalea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lophotibis,"gleaned info from Redding/Cooper tree, check position of Platalea",include,Threskiornithidae,Lophotibis,Threskiornis,Nipponia,Pseudibis,Bostrychia,Platalea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesembrinibis,"gleaned info from Redding/Cooper tree, check position of Platalea",include,Threskiornithidae,Mesembrinibis,Threskiornis,Theristicus,Pseudibis,Phimosus,Plegadis,Nipponia,Mesembrinibis,Lophotibis,Geronticus,Eudocimus,Bostrychia,Cercibis,Platalea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudibis,"gleaned info from Redding/Cooper tree, check position of Platalea",include,Threskiornithidae,Pseudibis,Threskiornis,Nipponia,Lophotibis,Bostrychia,Platalea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thaumatibis,"gleaned info from Redding/Cooper tree, check position of Platalea",include,Threskiornithidae,Thaumatibis,Threskiornis,Theristicus,Pseudibis,Phimosus,Plegadis,Nipponia,Mesembrinibis,Lophotibis,Geronticus,Eudocimus,Bostrychia,Cercibis,Platalea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conopias,all,include,TitTyranRest,Conopias,Taeniotriccus,Tyrannulus,Zimmerius,Xolmis,Xenotriccus,Tyrannus,Tyrannopsis,Tumbezia,Tolmomyias,Todirostrum,Tityra,Xenopsaris,Tachuris,Anairetes,Terenotriccus,Capsiempis,Camptostoma,Attila,Atalotriccus,Cnemarchus,Aphanotriccus,Cnemotriccus,Alectrurus,Agriornis,Arundinicola,Culicivora,Gubernetes,Fluvicola,Euscarthmus,Empidonomus,Empidonax,Casiornis,Deltarhynchus,Corythopis,Contopus,Colorhamphus,Colonia,Cnipodectes,Elaenia,Hymenops,Phelpsia,Polioxolmis,Poecilotriccus,Platyrinchus,Pitangus,Piprites,Ochthornis,Phyllomyias,Pseudocolopteryx,Phaeomyias,Pachyramphus,Oxyruncus,Ornithion,Onychorhynchus,Hemitriccus,Phylloscartes,Rhytipterna,Suiriri,Sublegatus,Stigmatura,Sirystes,Serpophaga,Schiffornis,Polystictus,Satrapa,Pseudelaenia,Rhynchocyclus,Ramphotrigon,Pyrrhomyias,Pyrocephalus,Pseudotriccus,Ochthoeca,Sayornis,Lathrotriccus,Megarynchus,Mecocerculus,Machetornis,Lophotriccus,Lessonia,Oncostoma,Legatus,Muscigralla,Laniocera,Laniisoma,Knipolegus,Iodopleura,Inezia,Leptopogon,Myiopagis,Nesotriccus,Neoxolmis,Neopipo,Myiozetetes,Myiotriccus,Myiotheretes,Mionectes,Myiophobus,Mitrephanes,Myiodynastes,Myiobius,Myiarchus,Muscisaxicola,Muscipipra,Hirundinea,Myiornis
